,0,1,2
7312,improving,Bachelor,Gold
7313,having fun,High School,Bronze
7314,Platinum,High School,winning
7315,improving,High School,Gold
7316,having fun,High School,Gold
7317,having fun,High School,Gold
7318,having fun,High School,Gold
7319,Platinum,Bachelor,winning
7320,Diamond,High School,improving
7321,having fun,High School,Gold
7322,Unranked,High School,improving
7323,improving,High School,Silver
7324,Diamond,Bachelor,improving
7325,winning,High School,Gold
7326,Platinum,High School,winning
7327,improving,None,Silver
7328,winning,High School,Gold
7329,Platinum,High School,winning
7330,Diamond,Bachelor,improving
7331,Platinum,having fun,Bachelor
7332,Platinum,Master,improving
7333,having fun,High School,Silver
7334,relaxing,High School,Gold
7335,Platinum,having fun,Master
7336,Diamond,High School,improving
7337,Unranked,having fun,High School
7338,having fun,Bachelor,Gold
7339,improving,High School,Silver
7340,improving,High School,Bronze
7341,Platinum,having fun,None
7342,having fun,Bachelor,Bronze
7343,having fun,None,Gold
7344,having fun,High School,Gold
7345,Platinum,High School,improving
7346,Diamond,having fun,High School
7347,Platinum,High School,improving
7348,Unranked,having fun,High School
7349,Platinum,None,improving
7350,High School,Silver,relaxing
7351,Platinum,having fun,Master
7352,having fun,High School,Gold
7353,winning,High School,Gold
7354,improving,High School,Gold
7355,improving,High School,Gold
7356,Diamond,having fun,High School
7357,improving,High School,Gold
7358,improving,High School,Silver
7359,Platinum,High School,improving
7360,High School,Silver,winning
7361,Platinum,Bachelor,winning
7362,having fun,High School,Silver
7363,Platinum,having fun,High School
7364,improving,Bachelor,Silver
7365,having fun,High School,Bronze
7366,High School,Silver,winning
7367,Platinum,High School,winning
7368,Diamond,Bachelor,improving
7369,Diamond,None,improving
7370,Diamond,High School,improving
7371,Unranked,Bachelor,relaxing
7372,having fun,High School,Silver
7373,Platinum,having fun,Bachelor
7374,having fun,High School,Silver
7375,having fun,None,Gold
7376,Diamond,None,improving
7377,having fun,None,Silver
7378,Platinum,having fun,Bachelor
7379,having fun,High School,Silver
7380,High School,Silver,relaxing
7381,High School,Silver,winning
7382,Platinum,High School,improving
7383,Diamond,High School,winning
7384,having fun,High School,Silver
7385,winning,High School,Gold
7386,improving,High School,Bronze
7387,Diamond,High School,improving
7388,having fun,High School,Silver
7389,having fun,High School,Gold
7390,Platinum,High School,improving
7391,having fun,High School,Bronze
7392,having fun,High School,Gold
7393,Platinum,having fun,High School
7394,improving,Bachelor,Gold
7395,Diamond,High School,improving
7396,Diamond,having fun,High School
7397,relaxing,High School,Gold
7398,improving,High School,Gold
7399,improving,Bachelor,Silver
7400,improving,Bronze,None
7401,having fun,High School,Gold
7402,High School,Bronze,relaxing
7403,winning,High School,Gold
7404,Diamond,Bachelor,relaxing
7405,having fun,High School,Gold
7406,Platinum,High School,winning
7407,having fun,Bachelor,Bronze
7408,improving,High School,Silver
7409,Platinum,Master,improving
7410,Diamond,having fun,High School
7411,having fun,High School,Gold
7412,Platinum,having fun,High School
7413,improving,High School,Silver
7414,improving,High School,Gold
7415,Diamond,High School,improving
7416,Diamond,None,relaxing
7417,improving,High School,Silver
7418,having fun,High School,Silver
7419,Platinum,High School,improving
7420,improving,Bronze,None
7421,having fun,Bachelor,Silver
7422,High School,Silver,relaxing
7423,Diamond,High School,improving
7424,having fun,High School,Gold
7425,improving,High School,Gold
7426,winning,High School,Gold
7427,High School,Silver,winning
7428,Diamond,having fun,High School
7429,having fun,High School,Silver
7430,having fun,Doctor,Gold
7431,having fun,High School,Gold
7432,improving,High School,Gold
7433,having fun,High School,Gold
7434,improving,High School,Gold
7435,Unranked,Bachelor,winning
7436,having fun,Bachelor,Gold
7437,Platinum,High School,relaxing
7438,winning,High School,Gold
7439,Diamond,Bachelor,improving
7440,Unranked,having fun,High School
7441,Platinum,High School,winning
7442,having fun,High School,Silver
7443,having fun,Doctor,Silver
7444,having fun,High School,Silver
7445,improving,High School,Gold
7446,Diamond,Bachelor,winning
7447,Platinum,having fun,Bachelor
7448,Platinum,High School,improving
7449,improving,Bachelor,Silver
7450,Platinum,High School,improving
7451,having fun,High School,Silver
7452,Platinum,High School,improving
7453,improving,None,Silver
7454,Platinum,having fun,High School
7455,having fun,High School,Gold
7456,Platinum,High School,improving
7457,None,Silver,winning
7458,improving,High School,Silver
7459,Diamond,having fun,Bachelor
7460,Platinum,having fun,High School
7461,Platinum,having fun,High School
7462,improving,High School,Gold
7463,Platinum,having fun,High School
7464,High School,Silver,winning
7465,Bachelor,Silver,winning
7466,Platinum,High School,improving
7467,winning,Bachelor,Gold
7468,having fun,None,Gold
7469,improving,None,Silver
7470,having fun,High School,Gold
7471,Diamond,High School,improving
7472,Diamond,having fun,Bachelor
7473,winning,High School,Gold
7474,Diamond,Master,improving
7475,having fun,Bachelor,Silver
7476,Diamond,having fun,High School
7477,having fun,Bachelor,Gold
7478,improving,High School,Silver
7479,having fun,High School,Gold
7480,Platinum,High School,winning
7481,Diamond,having fun,High School
7482,Diamond,High School,improving
7483,Platinum,High School,improving
7484,Unranked,having fun,High School
7485,Unranked,High School,improving
7486,winning,None,Gold
7487,Platinum,having fun,Bachelor
7488,Diamond,High School,winning
7489,Platinum,High School,improving
7490,Diamond,having fun,None
7491,Master,having fun,Gold
7492,High School,Silver,relaxing
7493,Diamond,Bachelor,winning
7494,improving,None,Silver
7495,having fun,High School,Silver
7496,Diamond,None,improving
7497,Platinum,Bachelor,improving
7498,having fun,High School,Silver
7499,having fun,None,Gold
7500,Platinum,High School,winning
7501,Platinum,High School,winning
7502,improving,None,Gold
7503,High School,Silver,winning
7504,Platinum,High School,winning
7505,improving,High School,Gold
7506,having fun,Bachelor,Silver
7507,Unranked,Bachelor,relaxing
7508,Platinum,High School,winning
7509,having fun,High School,Gold
7510,having fun,High School,Silver
7511,Master,improving,Gold
7512,Platinum,High School,improving
7513,having fun,High School,Silver
7514,Diamond,None,improving
7515,relaxing,High School,Gold
7516,relaxing,None,Gold
7517,improving,None,Gold
7518,Platinum,High School,improving
7519,improving,None,Silver
7520,Platinum,High School,winning
7521,Diamond,None,improving
7522,having fun,None,Gold
7523,improving,High School,Silver
7524,Platinum,having fun,High School
7525,Diamond,High School,improving
7526,having fun,Bachelor,Silver
7527,improving,Bachelor,Gold
7528,having fun,High School,Gold
7529,having fun,High School,Gold
7530,improving,None,Gold
7531,Diamond,None,winning
7532,Platinum,having fun,None
7533,Diamond,High School,improving
7534,High School,Silver,winning
7535,having fun,High School,Silver
7536,improving,High School,Silver
7537,improving,High School,Gold
7538,improving,High School,Gold
7539,Unranked,having fun,High School
7540,Platinum,High School,relaxing
7541,having fun,Bachelor,Bronze
7542,having fun,High School,Silver
7543,having fun,High School,Gold
7544,improving,None,Silver
7545,having fun,None,Silver
7546,improving,Bachelor,Gold
7547,Platinum,High School,improving
7548,improving,High School,Silver
7549,Platinum,having fun,High School
7550,improving,High School,Gold
7551,improving,High School,Gold
7552,improving,High School,Silver
7553,having fun,High School,Bronze
7554,Diamond,having fun,High School
7555,High School,Silver,winning
7556,Unranked,Bachelor,relaxing
7557,having fun,High School,Gold
7558,Platinum,having fun,Bachelor
7559,Diamond,High School,improving
7560,Platinum,having fun,High School
7561,Diamond,High School,winning
7562,improving,Bachelor,Gold
7563,improving,None,Gold
7564,having fun,High School,Bronze
7565,High School,Silver,relaxing
7566,having fun,None,Silver
7567,improving,High School,Silver
7568,Platinum,High School,relaxing
7569,improving,High School,Silver
7570,improving,High School,Silver
7571,improving,Bachelor,Silver
7572,improving,High School,Silver
7573,having fun,High School,Gold
7574,Unranked,having fun,Bachelor
7575,improving,High School,Gold
7576,Unranked,having fun,High School
7577,improving,High School,Gold
7578,improving,High School,Silver
7579,Bachelor,Silver,winning
7580,Platinum,Bachelor,improving
7581,Platinum,having fun,High School
7582,Platinum,having fun,High School
7583,Diamond,having fun,High School
7584,Master,improving,Gold
7585,Master,having fun,Gold
7586,Platinum,High School,improving
7587,Platinum,having fun,High School
7588,improving,Bachelor,Gold
7589,having fun,High School,Silver
7590,winning,High School,Gold
7591,Unranked,having fun,High School
7592,Diamond,High School,improving
7593,having fun,High School,Gold
7594,Platinum,Bachelor,winning
7595,having fun,High School,Gold
7596,having fun,None,Gold
7597,improving,High School,Gold
7598,Diamond,High School,improving
7599,improving,High School,Silver
7600,Diamond,High School,improving
7601,having fun,High School,Bronze
7602,Platinum,High School,winning
7603,improving,Doctor,Silver
7604,Diamond,High School,improving
7605,Platinum,High School,winning
7606,improving,High School,Bronze
7607,Diamond,High School,improving
7608,High School,Silver,winning
7609,Diamond,Bachelor,improving
7610,winning,High School,Gold
7611,High School,Silver,winning
7612,improving,High School,Bronze
7613,Platinum,High School,improving
7614,improving,High School,Silver
7615,Platinum,Bachelor,improving
7616,winning,High School,Gold
7617,Platinum,having fun,High School
7618,Bachelor,Silver,relaxing
7619,improving,High School,Bronze
7620,having fun,Bachelor,Silver
7621,improving,High School,Gold
7622,Master,having fun,Gold
7623,improving,High School,Gold
7624,relaxing,High School,Gold
7625,Master,Silver,improving
7626,having fun,High School,Silver
7627,Platinum,High School,winning
7628,Platinum,High School,improving
7629,Diamond,High School,improving
7630,improving,Bachelor,Gold
7631,winning,Bachelor,Gold
7632,improving,Bronze,None
7633,having fun,None,Gold
7634,having fun,High School,Gold
7635,having fun,Bachelor,Silver
7636,High School,Silver,winning
7637,Unranked,High School,improving
7638,improving,High School,Gold
7639,Platinum,High School,improving
7640,Platinum,having fun,Bachelor
7641,Platinum,High School,improving
7642,having fun,High School,Gold
7643,improving,High School,Bronze
7644,Master,relaxing,Gold
7645,having fun,High School,Silver
7646,Unranked,having fun,High School
7647,Platinum,having fun,High School
7648,Platinum,having fun,High School
7649,Platinum,None,improving
7650,Bachelor,Silver,winning
7651,Platinum,having fun,High School
7652,having fun,High School,Silver
7653,having fun,High School,Silver
7654,winning,Bachelor,Gold
7655,Bachelor,Silver,winning
7656,having fun,High School,Gold
7657,improving,Bachelor,Silver
7658,Diamond,having fun,High School
7659,Unranked,having fun,High School
7660,having fun,High School,Gold
7661,Diamond,having fun,High School
7662,Diamond,None,winning
7663,improving,High School,Gold
7664,Platinum,High School,improving
7665,High School,Bronze,winning
7666,Platinum,High School,improving
7667,Master,Silver,improving
7668,Master,having fun,Gold
7669,having fun,High School,Silver
7670,Platinum,High School,winning
7671,High School,Silver,winning
7672,Master,having fun,Gold
7673,Master,winning,Gold
7674,having fun,High School,Gold
7675,improving,High School,Gold
7676,having fun,High School,Gold
7677,improving,High School,Bronze
7678,Platinum,having fun,Bachelor
7679,Platinum,High School,winning
7680,relaxing,Bachelor,Gold
7681,improving,None,Gold
7682,having fun,High School,Bronze
7683,High School,Silver,winning
7684,improving,Bachelor,Silver
7685,having fun,High School,Bronze
7686,Platinum,High School,improving
7687,having fun,High School,Gold
7688,improving,High School,Gold
7689,Platinum,having fun,Bachelor
7690,Platinum,having fun,High School
7691,Platinum,High School,winning
7692,Diamond,High School,improving
7693,having fun,Bronze,None
7694,High School,Silver,winning
7695,Bachelor,Silver,winning
7696,improving,High School,Silver
7697,having fun,High School,Silver
7698,Platinum,None,winning
7699,Platinum,having fun,High School
7700,improving,High School,Gold
7701,Diamond,having fun,High School
7702,winning,High School,Gold
7703,Bachelor,Bronze,winning
7704,having fun,Bachelor,Bronze
7705,having fun,High School,Gold
7706,improving,High School,Gold
7707,having fun,Bachelor,Silver
7708,relaxing,Bachelor,Gold
7709,Diamond,High School,improving
7710,having fun,High School,Gold
7711,having fun,High School,Gold
7712,having fun,High School,Gold
7713,High School,Silver,relaxing
7714,winning,High School,Gold
7715,Platinum,High School,improving
7716,Platinum,having fun,High School
7717,Diamond,having fun,High School
7718,improving,High School,Gold
7719,winning,High School,Gold
7720,Platinum,None,winning
7721,Unranked,having fun,None
7722,Platinum,having fun,Bachelor
7723,improving,High School,Silver
7724,Platinum,High School,improving
7725,having fun,High School,Silver
7726,improving,Bachelor,Gold
7727,improving,High School,Gold
7728,having fun,None,Gold
7729,improving,None,Gold
7730,Diamond,None,improving
7731,Unranked,having fun,High School
7732,winning,None,Gold
7733,Platinum,Master,winning
7734,High School,Silver,relaxing
7735,improving,High School,Gold
7736,improving,High School,Gold
7737,Diamond,High School,improving
7738,Diamond,High School,improving
7739,Unranked,having fun,None
7740,Platinum,having fun,Bachelor
7741,Platinum,High School,improving
7742,having fun,High School,Gold
7743,improving,High School,Gold
7744,having fun,High School,Silver
7745,having fun,Bachelor,Gold
7746,Diamond,High School,improving
7747,improving,Bachelor,Bronze
7748,having fun,Bachelor,Bronze
7749,High School,Silver,winning
7750,improving,High School,Gold
7751,improving,High School,Gold
7752,having fun,None,Gold
7753,Diamond,High School,improving
7754,Platinum,High School,winning
7755,Platinum,having fun,High School
7756,having fun,High School,Gold
7757,Platinum,having fun,High School
7758,High School,Silver,winning
7759,Diamond,having fun,High School
7760,improving,None,Gold
7761,Platinum,High School,relaxing
7762,Platinum,High School,winning
7763,Platinum,High School,winning
7764,winning,High School,Gold
7765,Platinum,High School,improving
7766,having fun,Bachelor,Gold
7767,High School,Bronze,winning
7768,improving,High School,Gold
7769,having fun,Bronze,None
7770,improving,Bachelor,Gold
7771,improving,Bachelor,Gold
7772,improving,High School,Gold
7773,improving,Bachelor,Gold
7774,Diamond,High School,improving
7775,improving,High School,Silver
7776,having fun,High School,Gold
7777,Platinum,High School,improving
7778,Diamond,None,winning
7779,improving,High School,Gold
7780,improving,High School,Silver
7781,Platinum,High School,winning
7782,Platinum,High School,winning
7783,having fun,High School,Gold
7784,Diamond,None,improving
7785,Platinum,High School,improving
7786,having fun,High School,Gold
7787,improving,High School,Gold
7788,Platinum,having fun,None
7789,improving,High School,Silver
7790,winning,High School,Gold
7791,Diamond,High School,improving
7792,improving,None,Silver
7793,winning,High School,Gold
7794,Diamond,High School,winning
7795,Bachelor,Bronze,winning
7796,Diamond,High School,improving
7797,Platinum,High School,improving
7798,improving,Bachelor,Silver
7799,having fun,High School,Gold
7800,Platinum,High School,winning
7801,improving,High School,Gold
7802,having fun,High School,Silver
7803,Unranked,having fun,Master
7804,improving,High School,Gold
7805,Diamond,High School,relaxing
7806,improving,High School,Gold
7807,having fun,High School,Silver
7808,Platinum,Bachelor,improving
7809,Unranked,having fun,High School
7810,having fun,Bachelor,Silver
7811,having fun,None,Gold
7812,having fun,High School,Gold
7813,Diamond,High School,improving
7814,winning,None,Gold
7815,Platinum,Master,improving
7816,Platinum,having fun,Bachelor
7817,having fun,High School,Gold
7818,Platinum,High School,winning
7819,improving,High School,Silver
7820,Platinum,Bachelor,winning
7821,Platinum,High School,winning
7822,having fun,High School,Silver
7823,improving,None,Silver
7824,Platinum,having fun,High School
7825,Unranked,having fun,High School
7826,Diamond,High School,improving
7827,Platinum,High School,improving
7828,having fun,Bronze,None
7829,improving,Bachelor,Silver
7830,Platinum,Bachelor,relaxing
7831,having fun,High School,Silver
7832,having fun,None,Silver
7833,improving,Bachelor,Gold
7834,having fun,High School,Gold
7835,Diamond,High School,improving
7836,Platinum,having fun,High School
7837,Unranked,having fun,High School
7838,High School,Silver,relaxing
7839,Platinum,having fun,Doctor
7840,Platinum,High School,winning
7841,Master,winning,Gold
7842,Diamond,High School,improving
7843,having fun,High School,Silver
7844,having fun,High School,Silver
7845,Platinum,having fun,High School
7846,improving,High School,Silver
7847,having fun,High School,Gold
7848,Diamond,High School,winning
7849,Diamond,having fun,Bachelor
7850,High School,Silver,winning
7851,improving,Bachelor,Gold
7852,Diamond,High School,improving
7853,Diamond,having fun,High School
7854,Platinum,High School,improving
7855,Diamond,having fun,High School
7856,improving,Bachelor,Silver
7857,Platinum,None,improving
7858,improving,High School,Silver
7859,improving,Bachelor,Gold
7860,improving,High School,Gold
7861,Unranked,having fun,High School
7862,Platinum,High School,improving
7863,Diamond,High School,winning
7864,having fun,Bachelor,Gold
7865,having fun,None,Silver
7866,improving,None,Gold
7867,Platinum,having fun,High School
7868,having fun,High School,Silver
7869,Master,Silver,relaxing
7870,improving,Bachelor,Silver
7871,having fun,Bachelor,Bronze
7872,improving,High School,Bronze
7873,winning,Bachelor,Gold
7874,having fun,None,Gold
7875,improving,High School,Bronze
7876,High School,Silver,relaxing
7877,improving,High School,Gold
7878,having fun,High School,Silver
7879,winning,High School,Gold
7880,Platinum,High School,improving
7881,improving,High School,Silver
7882,having fun,High School,Gold
7883,Diamond,Bachelor,improving
7884,having fun,High School,Silver
7885,having fun,Bachelor,Gold
7886,having fun,High School,Gold
7887,improving,Bachelor,Gold
7888,having fun,High School,Silver
7889,having fun,Bachelor,Gold
7890,High School,Silver,relaxing
7891,improving,High School,Gold
7892,Platinum,High School,winning
7893,Platinum,having fun,High School
7894,improving,None,Gold
7895,having fun,High School,Gold
7896,winning,None,Gold
7897,Diamond,High School,improving
7898,improving,High School,Silver
7899,having fun,High School,Silver
7900,having fun,High School,Silver
7901,having fun,High School,Silver
7902,High School,Silver,winning
7903,Platinum,having fun,High School
7904,Platinum,High School,improving
7905,relaxing,High School,Gold
7906,improving,None,Silver
7907,having fun,None,Silver
7908,having fun,None,Gold
7909,having fun,High School,Gold
7910,None,Silver,winning
7911,improving,High School,Silver
7912,Platinum,High School,improving
7913,improving,High School,Gold
7914,improving,High School,Gold
7915,having fun,High School,Gold
7916,Diamond,Bachelor,improving
7917,winning,High School,Gold
7918,Platinum,None,winning
7919,Platinum,High School,improving
7920,Platinum,having fun,High School
7921,improving,Bronze,None
7922,Diamond,High School,relaxing
7923,Platinum,High School,winning
7924,Diamond,having fun,High School
7925,improving,None,Gold
7926,Platinum,having fun,High School
7927,Platinum,having fun,High School
7928,Platinum,High School,improving
7929,improving,High School,Silver
7930,having fun,High School,Bronze
7931,Diamond,Bachelor,improving
7932,having fun,Bachelor,Gold
7933,Diamond,High School,relaxing
7934,having fun,High School,Gold
7935,Unranked,having fun,High School
7936,Platinum,High School,improving
7937,Platinum,High School,improving
7938,Platinum,High School,improving
7939,having fun,High School,Silver
7940,relaxing,High School,Gold
7941,improving,High School,Silver
7942,winning,High School,Gold
7943,having fun,High School,Gold
7944,Diamond,having fun,High School
7945,Platinum,having fun,None
7946,improving,High School,Gold
7947,Unranked,having fun,High School
7948,improving,High School,Gold
7949,Platinum,Bachelor,improving
7950,having fun,High School,Gold
7951,Platinum,High School,winning
7952,winning,Bachelor,Gold
7953,Diamond,having fun,None
7954,Diamond,High School,improving
7955,Diamond,Bachelor,winning
7956,winning,High School,Gold
7957,improving,High School,Gold
7958,Platinum,High School,winning
7959,Platinum,None,winning
7960,improving,None,Silver
7961,winning,High School,Gold
7962,winning,High School,Gold
7963,improving,High School,Silver
7964,Platinum,Bachelor,improving
7965,Platinum,High School,relaxing
7966,improving,Bachelor,Gold
7967,having fun,High School,Silver
7968,having fun,High School,Gold
7969,Unranked,having fun,Bachelor
7970,having fun,High School,Silver
7971,having fun,High School,Gold
7972,improving,Bachelor,Gold
7973,High School,Silver,winning
7974,improving,High School,Gold
7975,having fun,High School,Gold
7976,Diamond,High School,improving
7977,improving,None,Silver
7978,Diamond,High School,improving
7979,having fun,High School,Gold
7980,improving,High School,Silver
7981,improving,High School,Bronze
7982,having fun,High School,Silver
7983,Platinum,Master,winning
7984,Unranked,having fun,High School
7985,having fun,Bachelor,Gold
7986,Platinum,High School,improving
7987,having fun,High School,Gold
7988,Platinum,None,winning
7989,Platinum,None,winning
7990,Platinum,High School,winning
7991,winning,High School,Gold
7992,having fun,High School,Gold
7993,Diamond,High School,improving
7994,improving,High School,Gold
7995,winning,None,Gold
7996,improving,None,Silver
7997,Platinum,Master,improving
7998,Platinum,having fun,Bachelor
7999,having fun,Bachelor,Silver
8000,improving,Bachelor,Gold
8001,Platinum,High School,improving
8002,improving,High School,Silver
8003,High School,Silver,winning
8004,Diamond,having fun,Bachelor
8005,having fun,None,Gold
8006,having fun,High School,Gold
8007,having fun,None,Silver
8008,having fun,High School,Silver
8009,Platinum,High School,winning
8010,Diamond,Bachelor,improving
8011,improving,Bachelor,Gold
8012,having fun,High School,Gold
8013,Diamond,High School,winning
8014,having fun,High School,Bronze
8015,having fun,High School,Silver
8016,Platinum,High School,winning
8017,relaxing,High School,Gold
8018,Platinum,None,improving
8019,Platinum,having fun,High School
8020,Diamond,High School,improving
8021,Diamond,High School,winning
8022,Platinum,High School,improving
8023,having fun,Bachelor,Silver
8024,Diamond,None,winning
8025,Diamond,None,improving
8026,Platinum,High School,improving
8027,Diamond,Bachelor,improving
8028,Unranked,having fun,Bachelor
8029,having fun,High School,Silver
8030,Diamond,having fun,High School
8031,improving,High School,Gold
8032,Platinum,High School,improving
8033,Unranked,having fun,Bachelor
8034,High School,Bronze,relaxing
8035,Unranked,having fun,High School
8036,improving,High School,Gold
8037,improving,High School,Silver
8038,Platinum,High School,improving
8039,improving,High School,Silver
8040,improving,Bachelor,Bronze
8041,Diamond,High School,improving
8042,Platinum,None,winning
8043,Diamond,High School,improving
8044,Platinum,None,winning
8045,Platinum,High School,winning
8046,improving,High School,Gold
8047,Platinum,having fun,High School
8048,having fun,Bachelor,Gold
8049,having fun,High School,Gold
8050,improving,High School,Gold
8051,improving,Bachelor,Gold
8052,having fun,High School,Silver
8053,improving,High School,Silver
8054,Unranked,High School,improving
8055,improving,High School,Silver
8056,having fun,High School,Gold
8057,improving,High School,Silver
8058,Platinum,High School,improving
8059,Platinum,High School,winning
8060,Master,improving,Gold
8061,Platinum,having fun,Bachelor
8062,having fun,Bachelor,Gold
8063,winning,High School,Gold
8064,having fun,High School,Silver
8065,Platinum,Bachelor,winning
8066,improving,High School,Silver
8067,Diamond,High School,improving
8068,improving,High School,Gold
8069,Platinum,High School,improving
8070,High School,Bronze,winning
8071,Platinum,High School,improving
8072,Platinum,None,improving
8073,Diamond,Master,improving
8074,improving,High School,Gold
8075,having fun,High School,Gold
8076,having fun,High School,Silver
8077,improving,High School,Silver
8078,improving,Bachelor,Gold
8079,Diamond,High School,relaxing
8080,Unranked,High School,improving
8081,Platinum,Bachelor,improving
8082,Platinum,High School,improving
8083,having fun,High School,Gold
8084,having fun,High School,Silver
8085,None,Silver,winning
8086,having fun,None,Gold
8087,Platinum,High School,winning
8088,Platinum,having fun,None
8089,having fun,None,Gold
8090,Platinum,having fun,High School
8091,improving,High School,Silver
8092,Platinum,having fun,High School
8093,improving,Bachelor,Gold
8094,improving,Bachelor,Gold
8095,Platinum,High School,improving
8096,having fun,High School,Silver
8097,relaxing,Bachelor,Gold
8098,High School,Silver,winning
8099,Bachelor,Silver,winning
8100,Platinum,High School,improving
8101,improving,High School,Silver
8102,improving,High School,Silver
8103,Unranked,High School,improving
8104,Platinum,High School,improving
8105,having fun,High School,Silver
8106,winning,High School,Gold
8107,having fun,High School,Silver
8108,improving,Bachelor,Silver
8109,improving,High School,Silver
8110,Unranked,having fun,High School
8111,winning,High School,Gold
8112,Unranked,having fun,High School
8113,improving,High School,Silver
8114,High School,Silver,winning
8115,Platinum,High School,improving
8116,improving,High School,Bronze
8117,Platinum,High School,improving
8118,having fun,Bachelor,Bronze
8119,Platinum,having fun,High School
8120,Diamond,High School,improving
8121,having fun,High School,Gold
8122,Platinum,having fun,High School
8123,having fun,Bachelor,Gold
8124,Diamond,Bachelor,improving
8125,having fun,High School,Gold
8126,improving,High School,Silver
8127,having fun,High School,Silver
8128,relaxing,High School,Gold
8129,having fun,High School,Silver
8130,Platinum,having fun,High School
8131,Diamond,Bachelor,winning
8132,improving,High School,Gold
8133,having fun,Bachelor,Silver
8134,improving,High School,Bronze
8135,Platinum,High School,improving
8136,Diamond,High School,improving
8137,Platinum,having fun,None
8138,winning,Bachelor,Gold
8139,improving,High School,Silver
8140,having fun,High School,Silver
8141,Platinum,having fun,Bachelor
8142,improving,High School,Bronze
8143,Platinum,High School,improving
8144,Unranked,High School,improving
8145,improving,None,Gold
8146,having fun,High School,Gold
8147,improving,High School,Gold
8148,winning,None,Gold
8149,Platinum,None,improving
8150,Platinum,High School,improving
8151,Unranked,High School,improving
8152,having fun,Bachelor,Silver
8153,having fun,Bachelor,Silver
8154,improving,High School,Bronze
8155,Platinum,High School,improving
8156,winning,High School,Gold
8157,Platinum,having fun,High School
8158,having fun,High School,Gold
8159,Platinum,High School,improving
8160,improving,Bachelor,Gold
8161,Platinum,having fun,None
8162,Platinum,having fun,Bachelor
8163,improving,High School,Gold
8164,improving,None,Gold
8165,Diamond,having fun,High School
8166,Platinum,High School,improving
8167,relaxing,High School,Gold
8168,improving,High School,Silver
8169,Unranked,having fun,High School
8170,Bachelor,Silver,relaxing
8171,Diamond,High School,improving
8172,improving,High School,Gold
8173,having fun,High School,Gold
8174,improving,High School,Gold
8175,Platinum,None,improving
8176,improving,High School,Silver
8177,improving,High School,Silver
8178,having fun,High School,Silver
8179,Platinum,High School,winning
8180,Diamond,High School,improving
8181,having fun,High School,Bronze
8182,Unranked,having fun,High School
8183,improving,High School,Bronze
8184,winning,High School,Gold
8185,having fun,Bachelor,Silver
8186,Platinum,High School,relaxing
8187,improving,High School,Gold
8188,improving,Bachelor,Bronze
8189,Diamond,High School,winning
8190,having fun,High School,Gold
8191,Platinum,High School,winning
8192,having fun,High School,Silver
8193,improving,High School,Gold
8194,Unranked,having fun,Doctor
8195,Unranked,having fun,Doctor
8196,Platinum,having fun,Bachelor
8197,having fun,Bachelor,Silver
8198,Diamond,High School,improving
8199,having fun,High School,Silver
8200,Diamond,having fun,High School
8201,Platinum,High School,improving
8202,improving,High School,Bronze
8203,Platinum,High School,improving
8204,Platinum,Master,improving
8205,improving,High School,Silver
8206,Platinum,having fun,High School
8207,Platinum,High School,improving
8208,Diamond,Bachelor,improving
8209,Platinum,having fun,High School
8210,having fun,High School,Gold
8211,Platinum,Bachelor,improving
8212,Diamond,High School,improving
8213,improving,Bachelor,Gold
8214,improving,Doctor,Silver
8215,Diamond,Bachelor,improving
8216,having fun,High School,Gold
8217,having fun,High School,Silver
8218,Platinum,Bachelor,improving
8219,having fun,None,Gold
8220,having fun,High School,Gold
8221,Platinum,having fun,High School
8222,Platinum,having fun,None
8223,having fun,High School,Silver
8224,having fun,High School,Silver
8225,Diamond,High School,improving
8226,improving,High School,Silver
8227,having fun,High School,Silver
8228,Master,Silver,improving
8229,Platinum,Bachelor,winning
8230,Diamond,Bachelor,improving
8231,Diamond,High School,relaxing
8232,Diamond,High School,winning
8233,Diamond,High School,relaxing
8234,improving,High School,Gold
8235,improving,Bachelor,Silver
8236,having fun,High School,Gold
8237,winning,High School,Gold
8238,Diamond,Bachelor,improving
8239,improving,Bachelor,Gold
8240,High School,Silver,winning
8241,Platinum,Bachelor,improving
8242,High School,Silver,winning
8243,having fun,Bachelor,Gold
8244,having fun,Bachelor,Gold
8245,having fun,Bachelor,Gold
8246,Diamond,None,winning
8247,having fun,High School,Bronze
8248,Diamond,High School,improving
8249,having fun,High School,Bronze
8250,Diamond,having fun,Bachelor
8251,Diamond,High School,winning
8252,Platinum,Bachelor,improving
8253,improving,High School,Bronze
8254,Unranked,Bachelor,winning
8255,Unranked,having fun,Bachelor
8256,having fun,High School,Gold
8257,improving,High School,Gold
8258,improving,High School,Bronze
8259,Unranked,Bachelor,improving
8260,having fun,Bachelor,Silver
8261,improving,None,Silver
8262,improving,Bachelor,Silver
8263,Platinum,High School,improving
8264,improving,High School,Silver
8265,having fun,High School,Gold
8266,improving,Bronze,None
8267,Platinum,High School,improving
8268,relaxing,High School,Gold
8269,improving,Bachelor,Silver
8270,improving,High School,Silver
8271,having fun,High School,Bronze
8272,winning,High School,Gold
8273,Bachelor,Bronze,relaxing
8274,Platinum,having fun,High School
8275,improving,High School,Silver
8276,Diamond,High School,winning
8277,Unranked,High School,winning
8278,having fun,Bachelor,Bronze
8279,Master,having fun,Gold
8280,having fun,Bachelor,Gold
8281,having fun,High School,Silver
8282,having fun,High School,Gold
