League,Degree,Age,GAD_T
Silver,High School,22,2
Silver,High School,20,2
Silver,None,19,5
Gold,Bachelor,25,7
Gold,Doctor,23,4
Silver,High School,19,16
Silver,None,18,3
Gold,High School,20,7
Silver,High School,22,13
Silver,High School,18,15
Platinum,High School,20,1
Silver,High School,18,2
Platinum,High School,20,5
Gold,High School,22,1
Diamond,Bachelor,26,6
Platinum,High School,18,3
Platinum,Bachelor,20,1
Silver,High School,23,3
Platinum,Bachelor,23,3
Platinum,High School,22,3
Gold,Doctor,18,7
Unranked,Bachelor,22,4
Silver,High School,20,5
Silver,High School,21,14
Gold,None,18,2
Platinum,High School,18,11
Platinum,None,24,6
Silver,High School,18,13
Gold,None,18,13
Silver,High School,18,12
Diamond,Bachelor,23,3
Gold,High School,20,8
Platinum,None,21,6
Platinum,High School,18,11
Silver,Bachelor,25,9
Platinum,High School,21,2
Silver,Bachelor,25,3
Gold,High School,20,3
Platinum,High School,20,9
Silver,High School,18,0
Gold,Bachelor,22,8
Platinum,Bachelor,23,0
Gold,High School,22,2
Platinum,High School,18,2
Gold,None,18,5
Gold,Bachelor,25,5
Gold,High School,20,5
Gold,High School,18,2
Gold,Bachelor,41,8
Gold,High School,22,2
Gold,High School,19,5
Unranked,Bachelor,27,1
Gold,High School,18,4
Silver,High School,19,10
Platinum,High School,24,14
Bronze,None,18,0
Gold,Bachelor,23,8
Diamond,Bachelor,22,1
Platinum,High School,22,10
Diamond,High School,22,0
Silver,Master,24,0
Unranked,None,18,0
Gold,Bachelor,19,1
Gold,High School,19,6
Platinum,None,18,2
Gold,None,18,3
Bronze,High School,18,6
Silver,Bachelor,25,7
Silver,Bachelor,27,0
Platinum,High School,21,4
Gold,High School,23,5
Bronze,None,22,1
Gold,High School,23,13
Silver,High School,18,3
Gold,High School,20,4
Diamond,Bachelor,25,2
Gold,High School,21,2
Silver,High School,18,3
Silver,Bachelor,23,8
Platinum,High School,19,8
Bronze,High School,18,2
Platinum,High School,18,9
Silver,High School,23,10
Gold,None,19,0
Gold,High School,18,4
Gold,High School,18,1
Platinum,High School,22,4
Platinum,High School,18,4
Silver,None,18,0
Platinum,High School,20,12
Silver,None,18,2
Bronze,Master,20,3
Silver,Bachelor,21,5
Silver,High School,25,0
Diamond,High School,20,5
Gold,Bachelor,22,6
Gold,High School,20,4
Silver,High School,19,3
Diamond,High School,23,8
Silver,High School,23,1
Silver,High School,18,0
Gold,High School,21,6
Silver,High School,19,4
Diamond,High School,19,4
Platinum,None,18,1
Gold,Master,29,2
Gold,High School,18,1
Gold,None,18,3
Platinum,Bachelor,21,0
Gold,None,18,9
Platinum,Master,24,0
Gold,High School,24,9
Diamond,High School,20,2
Gold,High School,18,18
Platinum,High School,19,8
Diamond,High School,18,13
Gold,High School,23,3
Platinum,High School,19,9
Platinum,High School,18,0
Platinum,High School,19,3
Gold,High School,18,15
Diamond,High School,20,4
Silver,None,19,3
Bronze,High School,20,2
Platinum,High School,19,7
Diamond,High School,20,12
Gold,Bachelor,20,7
Gold,Bachelor,21,9
Platinum,High School,20,1
Gold,High School,18,1
Diamond,High School,19,5
Platinum,High School,20,15
Gold,Bachelor,21,0
Diamond,High School,21,3
Gold,High School,22,0
Bronze,High School,18,7
Silver,High School,20,3
Gold,Bachelor,22,2
Platinum,None,19,0
Gold,High School,19,4
Silver,High School,18,4
Silver,None,18,11
Gold,None,18,2
Gold,None,18,2
Platinum,High School,18,5
Platinum,High School,18,1
Silver,High School,18,1
Gold,High School,19,2
Silver,High School,18,20
Diamond,High School,19,1
Bronze,High School,18,5
Diamond,None,18,2
Gold,High School,21,12
Platinum,Bachelor,22,2
Gold,High School,19,3
Platinum,Bachelor,20,4
Bronze,High School,21,0
Silver,High School,21,3
Silver,High School,21,3
Unranked,High School,18,3
Platinum,High School,21,6
Silver,Bachelor,18,13
Platinum,High School,19,5
Diamond,High School,19,2
Gold,High School,22,6
Bronze,None,18,14
Platinum,High School,18,3
Silver,High School,20,2
Gold,None,18,4
Silver,High School,19,0
Diamond,High School,23,2
Platinum,High School,20,3
Silver,High School,20,4
Gold,High School,20,7
Gold,Bachelor,27,6
Gold,Bachelor,20,1
Gold,High School,21,1
Diamond,High School,18,4
Diamond,High School,19,2
Diamond,Bachelor,27,4
Gold,Bachelor,28,2
Gold,High School,20,2
Gold,Bachelor,22,7
Unranked,None,18,7
Diamond,High School,20,8
Platinum,High School,18,17
Gold,High School,20,4
Gold,High School,21,0
Platinum,None,18,12
Platinum,High School,18,8
Platinum,High School,21,2
Silver,High School,18,2
Bronze,High School,33,2
Silver,None,18,1
Diamond,None,18,1
Gold,High School,18,11
Gold,High School,22,5
Silver,High School,18,1
Gold,High School,19,8
Gold,High School,23,9
Platinum,Master,23,18
Gold,High School,18,2
Bronze,High School,22,2
Silver,High School,25,4
Platinum,High School,20,3
Diamond,Bachelor,25,0
Silver,High School,22,6
Silver,High School,26,7
Gold,High School,21,2
Platinum,High School,23,1
Gold,High School,18,1
Diamond,Master,20,11
Silver,Bachelor,30,12
Silver,High School,18,6
Unranked,None,18,2
Silver,None,18,6
Gold,High School,19,3
Platinum,High School,19,6
Gold,High School,21,5
Diamond,High School,21,2
Gold,High School,20,8
Gold,High School,18,1
Gold,High School,18,7
Gold,None,18,4
Platinum,High School,18,4
Silver,High School,21,15
Bronze,Bachelor,26,1
Gold,High School,19,3
Gold,Bachelor,27,7
Diamond,High School,20,11
Gold,High School,18,1
Platinum,Bachelor,21,2
Platinum,High School,19,5
Platinum,High School,22,11
Gold,High School,19,5
Silver,None,19,0
Platinum,High School,21,4
Gold,Master,23,0
Gold,High School,21,9
Platinum,High School,19,2
Diamond,None,18,6
Gold,Bachelor,21,2
Silver,High School,18,10
Gold,Bachelor,22,5
Diamond,None,21,5
Gold,High School,20,8
Platinum,None,18,12
Gold,High School,21,8
Gold,High School,22,6
Gold,High School,18,14
Bronze,High School,19,6
Silver,High School,18,1
Platinum,High School,18,1
Gold,Bachelor,21,4
Platinum,High School,20,12
Bronze,High School,19,21
Platinum,High School,18,4
Gold,High School,19,1
Silver,High School,19,2
Diamond,High School,19,11
Diamond,High School,23,2
Gold,High School,24,10
Gold,High School,18,5
Bronze,High School,18,3
Silver,Bachelor,21,5
Silver,Bachelor,22,2
Gold,High School,18,12
Gold,High School,20,6
Platinum,High School,18,7
Gold,High School,20,17
Silver,High School,18,0
Gold,Bachelor,22,1
Gold,High School,24,2
Platinum,High School,18,13
Silver,High School,21,1
Gold,Bachelor,20,4
Platinum,High School,22,16
Gold,Bachelor,23,1
Platinum,High School,18,9
Silver,High School,19,1
Platinum,High School,19,16
Platinum,High School,20,0
Silver,High School,22,17
Gold,Master,23,1
Bronze,High School,21,7
Silver,None,18,9
Silver,High School,19,5
Gold,High School,19,5
Gold,High School,21,3
Silver,None,18,1
Silver,High School,21,4
Gold,Bachelor,24,0
Gold,Bachelor,21,6
Gold,High School,19,1
Gold,High School,21,10
Platinum,High School,23,11
Silver,None,18,7
Gold,High School,19,15
Gold,High School,18,2
Silver,High School,25,3
Diamond,High School,20,3
Gold,High School,20,6
Platinum,High School,20,8
Diamond,High School,22,9
Silver,High School,20,7
Silver,High School,31,10
Silver,High School,18,8
Gold,Doctor,23,1
Platinum,High School,19,2
Gold,High School,18,5
Gold,High School,23,8
Platinum,None,18,10
Diamond,None,18,3
Platinum,Bachelor,24,4
Diamond,High School,20,3
Platinum,High School,18,0
Gold,High School,19,3
Bronze,Bachelor,26,4
Gold,None,18,0
Platinum,None,18,11
Platinum,High School,19,1
Gold,None,18,0
Bronze,High School,20,2
Gold,High School,19,2
Silver,High School,18,11
Gold,High School,18,3
Diamond,None,18,8
Platinum,High School,18,3
Diamond,High School,22,1
Platinum,None,18,7
Gold,High School,20,14
Gold,High School,20,1
Bronze,High School,21,5
Gold,None,18,3
Gold,Bachelor,24,15
Silver,High School,22,2
Silver,High School,21,1
Silver,High School,18,1
Silver,High School,20,9
Silver,None,18,4
Silver,Bachelor,18,10
Diamond,High School,19,3
Diamond,High School,18,3
Platinum,Bachelor,22,3
Platinum,High School,19,8
Platinum,None,18,17
Silver,Bachelor,19,2
Gold,High School,21,12
Gold,High School,20,10
Gold,High School,23,2
Platinum,Master,25,6
Platinum,High School,18,10
Unranked,High School,21,0
Platinum,Bachelor,24,5
Unranked,None,19,3
Gold,High School,19,8
Platinum,High School,20,6
Platinum,High School,18,1
Platinum,High School,20,0
Platinum,High School,19,4
Unranked,High School,24,6
Platinum,Bachelor,18,14
Silver,High School,27,2
Unranked,Bachelor,24,0
Gold,Bachelor,19,16
Silver,High School,23,10
Silver,None,18,4
Gold,High School,18,0
Gold,High School,20,6
Gold,High School,19,2
Silver,None,18,9
Silver,Bachelor,23,15
Silver,High School,18,9
Silver,High School,24,1
Platinum,High School,21,4
Silver,Bachelor,21,6
Platinum,High School,20,6
Silver,None,18,3
Platinum,High School,18,2
Diamond,None,20,7
Gold,High School,19,4
Gold,Master,28,1
Diamond,High School,22,9
Platinum,High School,22,14
Platinum,High School,18,3
Bronze,High School,20,8
Platinum,High School,23,10
Diamond,High School,20,8
Diamond,High School,18,19
Platinum,High School,18,5
Platinum,High School,19,1
Diamond,None,18,6
Diamond,High School,22,9
Bronze,Bachelor,24,4
Platinum,High School,19,1
Silver,High School,18,11
Bronze,High School,18,2
Diamond,High School,18,14
Platinum,High School,20,11
Unranked,Bachelor,23,2
Platinum,High School,26,8
Platinum,High School,19,8
Unranked,None,21,5
Gold,Bachelor,19,1
Gold,High School,21,12
Diamond,High School,20,3
Gold,High School,19,1
Platinum,High School,18,3
Gold,Bachelor,21,6
Platinum,High School,19,3
Silver,High School,22,3
Gold,High School,18,9
Gold,High School,19,1
Platinum,High School,20,7
Silver,High School,20,13
Gold,Bachelor,21,0
Silver,Bachelor,22,1
Silver,High School,20,8
Silver,Bachelor,23,9
Gold,Bachelor,18,3
Silver,High School,21,8
Diamond,None,18,3
Diamond,High School,21,2
Gold,Bachelor,18,9
Gold,None,18,4
Platinum,High School,19,0
Diamond,High School,21,17
Platinum,High School,19,6
Gold,High School,18,0
Gold,High School,21,3
Silver,High School,19,8
Gold,High School,21,7
Gold,High School,19,2
Gold,High School,21,2
Gold,None,18,3
Platinum,High School,21,4
Gold,Bachelor,23,1
Silver,Master,25,4
Gold,Bachelor,22,14
Platinum,High School,19,0
Gold,Bachelor,23,5
Silver,Bachelor,21,1
Silver,High School,21,2
Silver,None,19,1
Gold,High School,19,4
Gold,High School,19,6
Gold,High School,19,2
Diamond,Bachelor,25,0
Gold,None,18,3
Gold,Master,22,10
Platinum,High School,20,4
Silver,Bachelor,20,4
Silver,High School,19,1
Platinum,Doctor,29,0
Bronze,High School,22,6
Silver,Bachelor,18,1
Silver,High School,23,3
Platinum,High School,21,7
Gold,High School,20,2
Silver,None,24,2
Gold,High School,25,4
Gold,High School,18,9
Silver,High School,21,0
Diamond,Bachelor,21,2
Gold,None,23,11
Diamond,High School,20,0
Gold,High School,21,4
Platinum,High School,19,6
Silver,High School,20,7
Silver,High School,23,7
Diamond,High School,23,11
Platinum,High School,19,1
Gold,Bachelor,21,5
Unranked,High School,21,17
Silver,Master,22,9
Gold,High School,19,3
Silver,High School,21,3
Diamond,Bachelor,27,13
Platinum,High School,19,17
Gold,None,18,2
Silver,High School,19,5
Platinum,High School,24,5
Silver,None,18,4
Diamond,High School,20,12
Platinum,Master,24,4
Gold,High School,18,3
Bronze,Bachelor,27,0
Unranked,High School,18,3
Platinum,High School,22,4
Silver,High School,20,2
Diamond,High School,19,0
Gold,High School,21,0
Platinum,None,19,10
Platinum,High School,24,1
Silver,Bachelor,32,3
Platinum,High School,19,2
Silver,High School,18,4
Diamond,High School,19,1
Unranked,Bachelor,27,1
Diamond,High School,22,6
Platinum,None,18,4
Silver,Bachelor,23,4
Platinum,High School,21,5
Platinum,None,24,2
Platinum,High School,21,5
Diamond,None,19,9
Diamond,None,19,4
Gold,High School,20,1
Gold,High School,18,7
Diamond,High School,18,0
Gold,High School,21,2
Bronze,High School,20,3
Gold,High School,22,2
Diamond,High School,19,1
Diamond,None,18,8
Silver,High School,20,4
Diamond,High School,21,9
Silver,High School,22,2
Bronze,Bachelor,23,1
Silver,Bachelor,21,3
Gold,High School,21,5
Silver,High School,18,9
Silver,Bachelor,24,3
Gold,High School,18,4
Silver,High School,21,9
Diamond,High School,21,1
Gold,High School,24,2
Gold,Bachelor,25,2
Diamond,None,18,2
Gold,High School,21,0
Platinum,High School,22,13
Gold,High School,19,4
Gold,High School,19,3
Gold,High School,21,3
Platinum,High School,21,2
Platinum,High School,21,3
Gold,High School,20,0
Gold,High School,19,5
Gold,High School,18,3
Platinum,High School,23,8
Gold,High School,19,4
Diamond,High School,18,1
Gold,None,18,1
Gold,High School,18,2
Diamond,High School,19,0
Bronze,None,18,0
Silver,Bachelor,21,6
Silver,Bachelor,19,8
Gold,High School,20,1
Gold,High School,18,2
Silver,Bachelor,22,5
Platinum,None,18,3
Gold,High School,18,3
Gold,None,20,6
Platinum,Bachelor,23,4
Silver,Bachelor,23,2
Platinum,High School,18,2
Diamond,High School,20,21
Platinum,High School,20,1
Platinum,High School,23,7
Diamond,High School,21,7
Platinum,High School,20,4
Platinum,High School,18,21
Silver,High School,20,1
Gold,High School,29,1
Platinum,Bachelor,21,2
Platinum,High School,19,6
Gold,High School,19,2
Gold,High School,21,9
Diamond,High School,18,2
Diamond,High School,18,6
Gold,High School,20,11
Gold,High School,19,1
Gold,High School,18,16
Gold,Master,25,6
Platinum,High School,19,19
Silver,High School,19,12
Gold,High School,22,8
Diamond,High School,18,3
Gold,High School,21,4
Silver,None,18,6
Silver,Master,27,4
Silver,Bachelor,23,1
Unranked,High School,20,2
Gold,High School,18,15
Unranked,High School,21,3
Diamond,High School,18,14
Gold,High School,20,2
Gold,High School,20,3
Gold,High School,19,4
Diamond,Bachelor,20,5
Gold,Bachelor,22,2
Gold,None,18,3
Bronze,High School,19,4
Bronze,High School,22,0
Gold,High School,19,10
Bronze,High School,18,15
Platinum,High School,20,3
Gold,None,18,11
Silver,None,18,2
Silver,Bachelor,24,2
Gold,High School,18,2
Gold,High School,21,7
Gold,High School,21,4
Platinum,None,18,1
Gold,High School,22,4
Platinum,None,19,6
Platinum,Bachelor,24,2
Silver,None,18,0
Diamond,High School,22,1
Platinum,High School,20,0
Platinum,High School,19,7
Platinum,Bachelor,28,0
Diamond,High School,18,0
Diamond,High School,18,5
Platinum,Bachelor,26,8
Gold,Bachelor,24,3
Bronze,High School,18,0
Platinum,High School,19,8
Gold,High School,19,3
Gold,High School,26,9
Gold,High School,23,4
Gold,High School,22,6
Platinum,Bachelor,22,1
Diamond,High School,21,6
Gold,High School,18,5
Unranked,High School,19,13
Silver,High School,19,6
Diamond,Bachelor,23,9
Gold,High School,18,10
Platinum,High School,18,1
Silver,None,18,4
Gold,High School,21,1
Platinum,High School,18,0
Diamond,Bachelor,22,17
Platinum,Bachelor,19,1
Platinum,Master,22,0
Silver,High School,18,8
Gold,High School,19,8
Platinum,Master,28,2
Diamond,High School,21,10
Unranked,High School,27,1
Gold,Bachelor,24,5
Silver,High School,19,5
Bronze,High School,18,6
Platinum,None,18,4
Bronze,Bachelor,24,2
Gold,None,28,1
Gold,High School,18,2
Platinum,High School,19,9
Diamond,High School,19,1
Platinum,High School,19,6
Unranked,High School,20,7
Platinum,None,18,3
Silver,High School,25,8
Platinum,Master,18,10
Gold,High School,24,0
Gold,High School,22,11
Gold,High School,20,5
Gold,High School,21,4
Diamond,High School,18,2
Gold,High School,18,6
Silver,High School,18,4
Platinum,High School,21,4
Silver,High School,18,14
Platinum,Bachelor,22,3
Silver,High School,19,3
Platinum,High School,19,3
Silver,Bachelor,19,4
Bronze,High School,21,7
Silver,High School,18,10
Platinum,High School,18,5
Diamond,Bachelor,21,2
Diamond,None,18,5
Diamond,High School,21,2
Unranked,Bachelor,26,2
Silver,High School,19,6
Platinum,Bachelor,21,6
Silver,High School,19,1
Gold,None,18,3
Diamond,None,18,2
Silver,None,18,19
Platinum,Bachelor,24,0
Silver,High School,20,9
Silver,High School,19,0
Silver,High School,26,9
Platinum,High School,18,11
Diamond,High School,19,7
Silver,High School,18,0
Gold,High School,19,0
Bronze,High School,24,0
Diamond,High School,20,4
Silver,High School,20,2
Gold,High School,18,6
Platinum,High School,21,8
Bronze,High School,28,6
Gold,High School,19,4
Platinum,High School,19,4
Gold,Bachelor,21,1
Diamond,High School,19,6
Diamond,High School,18,3
Gold,High School,20,0
Gold,High School,23,5
Silver,Bachelor,29,13
Bronze,None,18,2
Gold,High School,20,4
Bronze,High School,25,4
Gold,High School,18,5
Diamond,Bachelor,27,15
Gold,High School,19,7
Platinum,High School,23,6
Bronze,Bachelor,21,1
Silver,High School,18,2
Platinum,Master,26,2
Diamond,High School,23,4
Gold,High School,23,4
Platinum,High School,20,1
Silver,High School,18,7
Gold,High School,18,6
Diamond,High School,19,6
Diamond,None,20,3
Silver,High School,20,7
Silver,High School,19,5
Platinum,High School,18,4
Bronze,None,18,9
Silver,Bachelor,25,5
Silver,High School,22,4
Diamond,High School,22,7
Gold,High School,18,16
Gold,High School,18,14
Gold,High School,22,3
Silver,High School,24,21
Diamond,High School,19,2
Silver,High School,18,4
Gold,Doctor,21,1
Gold,High School,18,5
Gold,High School,22,4
Gold,High School,20,3
Gold,High School,20,2
Unranked,Bachelor,20,2
Gold,Bachelor,22,4
Platinum,High School,18,9
Gold,High School,26,21
Diamond,Bachelor,31,5
Unranked,High School,18,0
Platinum,High School,22,8
Silver,High School,18,0
Silver,Doctor,25,2
Silver,High School,20,5
Gold,High School,22,10
Diamond,Bachelor,30,1
Platinum,Bachelor,21,2
Platinum,High School,19,1
Silver,Bachelor,24,6
Platinum,High School,18,9
Silver,High School,18,4
Platinum,High School,19,7
Silver,None,18,5
Platinum,High School,23,1
Gold,High School,21,8
Platinum,High School,18,5
Silver,None,18,3
Silver,High School,26,9
Diamond,Bachelor,18,1
Platinum,High School,18,2
Platinum,High School,18,2
Gold,High School,19,1
Platinum,High School,18,4
Silver,High School,19,4
Silver,Bachelor,21,13
Platinum,High School,19,1
Gold,Bachelor,24,7
Gold,None,18,4
Silver,None,18,8
Gold,High School,20,2
Diamond,High School,21,2
Diamond,Bachelor,23,2
Gold,High School,19,2
Diamond,Master,22,4
Silver,Bachelor,33,3
Diamond,High School,24,2
Gold,Bachelor,24,0
Silver,High School,18,9
Gold,High School,18,1
Platinum,High School,21,7
Diamond,High School,20,4
Diamond,High School,23,0
Platinum,High School,19,4
Unranked,High School,21,0
Unranked,High School,23,3
Gold,None,18,4
Platinum,Bachelor,23,3
Diamond,High School,25,17
Platinum,High School,24,11
Diamond,None,18,13
Gold,Master,30,2
Silver,High School,19,1
Diamond,Bachelor,21,0
Silver,None,18,0
Silver,High School,22,10
Diamond,None,18,6
Platinum,Bachelor,26,10
Silver,High School,19,7
Gold,None,18,5
Platinum,High School,18,7
Platinum,High School,20,6
Gold,None,18,3
Silver,High School,20,2
Platinum,High School,22,9
Gold,High School,18,2
Silver,Bachelor,21,9
Unranked,Bachelor,24,1
Platinum,High School,19,3
Gold,High School,19,2
Silver,High School,18,7
Gold,Master,18,8
Platinum,High School,20,8
Silver,High School,26,2
Diamond,None,18,5
Gold,High School,18,9
Gold,None,18,6
Gold,None,18,4
Platinum,High School,20,4
Silver,None,18,7
Platinum,High School,20,3
Diamond,None,30,2
Gold,None,19,3
Silver,High School,22,2
Platinum,High School,19,5
Diamond,High School,20,6
Silver,Bachelor,24,2
Gold,Bachelor,25,3
Gold,High School,19,12
Gold,High School,18,1
Gold,None,18,2
Diamond,None,18,12
Platinum,None,18,15
Diamond,High School,19,3
Silver,High School,18,5
Silver,High School,19,2
Silver,High School,19,4
Gold,High School,21,7
Gold,High School,18,21
Unranked,High School,21,1
Platinum,High School,18,0
Bronze,Bachelor,22,9
Silver,High School,19,3
Gold,High School,20,1
Silver,None,18,9
Silver,None,18,8
Gold,Bachelor,21,15
Platinum,High School,20,10
Silver,High School,26,3
Platinum,High School,20,11
Gold,High School,22,1
Gold,High School,21,7
Silver,High School,18,8
Bronze,High School,18,2
Diamond,High School,22,3
Silver,High School,19,9
Unranked,Bachelor,27,1
Gold,High School,19,9
Platinum,Bachelor,23,5
Diamond,High School,22,6
Platinum,High School,19,12
Diamond,High School,19,2
Gold,Bachelor,19,5
Gold,None,21,2
Bronze,High School,21,13
Silver,High School,18,2
Silver,None,20,6
Silver,High School,20,4
Platinum,High School,22,2
Silver,High School,20,3
Silver,High School,20,1
Silver,Bachelor,23,16
Silver,High School,21,3
Gold,High School,18,12
Unranked,Bachelor,25,4
Gold,High School,18,4
Unranked,High School,23,2
Gold,High School,18,6
Silver,High School,19,2
Silver,Bachelor,27,6
Platinum,Bachelor,21,12
Platinum,High School,19,1
Platinum,High School,20,0
Diamond,High School,20,1
Gold,Master,27,3
Gold,Master,24,2
Platinum,High School,20,11
Platinum,High School,18,0
Gold,Bachelor,20,14
Silver,High School,18,1
Gold,High School,20,14
Unranked,High School,22,6
Diamond,High School,21,9
Gold,High School,23,2
Platinum,Bachelor,26,7
Gold,High School,19,1
Gold,None,18,3
Gold,High School,19,4
Diamond,High School,21,3
Silver,High School,18,0
Diamond,High School,24,2
Bronze,High School,18,8
Platinum,High School,20,2
Silver,Doctor,23,7
Diamond,High School,21,6
Platinum,High School,20,17
Bronze,High School,20,4
Diamond,High School,22,2
Silver,High School,19,2
Diamond,Bachelor,21,10
Gold,High School,20,8
Silver,High School,18,5
Bronze,High School,19,0
Platinum,High School,34,4
Silver,High School,20,1
Platinum,Bachelor,20,2
Gold,High School,19,8
Platinum,High School,21,1
Silver,Bachelor,21,1
Bronze,High School,20,1
Silver,Bachelor,19,0
Gold,High School,18,6
Gold,Master,22,1
Gold,High School,23,1
Gold,High School,19,1
Silver,Master,24,2
Silver,High School,18,7
Platinum,High School,20,0
Platinum,High School,18,5
Diamond,High School,23,0
Gold,Bachelor,29,7
Gold,Bachelor,21,4
Bronze,None,18,6
Gold,None,18,3
Gold,High School,19,4
Silver,Bachelor,23,0
Silver,High School,22,9
Unranked,High School,19,13
Gold,High School,19,0
Platinum,High School,20,6
Platinum,Bachelor,19,3
Platinum,High School,19,5
Gold,High School,21,1
Bronze,High School,23,2
Gold,Master,24,7
Silver,High School,21,6
Unranked,High School,19,9
Platinum,High School,19,8
Platinum,High School,20,3
Platinum,None,18,12
Silver,Bachelor,26,5
Platinum,High School,18,7
Silver,High School,18,18
Silver,High School,20,7
Gold,Bachelor,23,8
Silver,Bachelor,20,7
Gold,High School,19,5
Silver,Bachelor,20,5
Diamond,High School,19,9
Unranked,High School,25,8
Gold,High School,21,1
Diamond,High School,21,3
Diamond,None,22,3
Gold,High School,20,17
Platinum,High School,22,5
Bronze,High School,20,16
Platinum,High School,21,1
Silver,Master,25,3
Gold,Master,20,5
Silver,High School,21,2
Platinum,High School,22,1
Silver,High School,20,11
Gold,Master,21,1
Gold,Master,25,2
Gold,High School,20,7
Gold,High School,18,1
Gold,High School,19,3
Bronze,High School,20,4
Platinum,Bachelor,30,4
Platinum,High School,20,11
Gold,Bachelor,19,3
Gold,None,18,10
Bronze,High School,18,2
Silver,High School,18,5
Silver,Bachelor,21,4
Bronze,High School,28,10
Platinum,High School,19,3
Gold,High School,20,2
Gold,High School,22,6
Platinum,Bachelor,20,7
Platinum,High School,23,6
Platinum,High School,21,1
Diamond,High School,20,1
Bronze,None,18,4
Silver,High School,22,1
Silver,Bachelor,23,10
Silver,High School,19,3
Silver,High School,22,3
Platinum,None,18,12
Platinum,High School,18,4
Gold,High School,21,5
Diamond,High School,18,1
Gold,High School,18,9
Bronze,Bachelor,32,19
Bronze,Bachelor,26,11
Gold,High School,18,2
Gold,High School,18,14
Silver,Bachelor,29,1
Gold,Bachelor,25,16
Diamond,High School,21,4
Gold,High School,18,3
Gold,High School,20,4
Gold,High School,18,0
Silver,High School,19,0
Gold,High School,18,1
Platinum,High School,21,11
Platinum,High School,18,0
Diamond,High School,20,0
Gold,High School,19,2
Gold,High School,18,1
Platinum,None,18,18
Unranked,None,18,3
Platinum,Bachelor,25,2
Silver,High School,21,4
Platinum,High School,20,2
Silver,High School,20,0
Gold,Bachelor,24,4
Gold,High School,21,4
Gold,None,20,3
Gold,None,18,12
Diamond,None,23,10
Unranked,High School,19,18
Gold,None,18,12
Platinum,Master,23,15
Silver,High School,19,3
Gold,High School,21,7
Gold,High School,18,21
Diamond,High School,18,15
Diamond,High School,22,2
Unranked,None,20,0
Platinum,Bachelor,27,0
Platinum,High School,19,3
Gold,High School,20,14
Gold,High School,29,21
Silver,High School,18,4
Gold,Bachelor,23,3
Diamond,High School,19,5
Bronze,Bachelor,22,4
Bronze,Bachelor,31,2
Silver,High School,20,4
Gold,High School,18,0
Gold,High School,18,10
Gold,None,19,13
Diamond,High School,21,5
Platinum,High School,22,19
Platinum,High School,22,13
Gold,High School,22,4
Platinum,High School,18,3
Silver,High School,19,15
Diamond,High School,18,8
Gold,None,18,8
Platinum,High School,18,9
Platinum,High School,18,0
Platinum,High School,19,12
Gold,High School,20,10
Platinum,High School,23,9
Gold,Bachelor,23,4
Bronze,High School,19,2
Gold,High School,20,5
Bronze,None,19,0
Gold,Bachelor,18,1
Gold,Bachelor,26,7
Gold,High School,20,3
Gold,Bachelor,21,7
Diamond,High School,18,6
Silver,High School,20,9
Gold,High School,22,3
Platinum,High School,20,5
Diamond,None,25,0
Gold,High School,25,2
Silver,High School,19,15
Platinum,High School,19,6
Platinum,High School,23,0
Gold,High School,18,1
Diamond,None,18,0
Platinum,High School,20,18
Gold,High School,24,3
Gold,High School,22,16
Platinum,None,21,9
Silver,High School,23,6
Gold,High School,18,7
Diamond,High School,18,3
Silver,None,18,16
Gold,High School,20,5
Diamond,High School,18,1
Bronze,Bachelor,29,11
Diamond,High School,22,9
Platinum,High School,19,2
Silver,Bachelor,19,12
Gold,High School,21,6
Platinum,High School,18,3
Gold,High School,18,12
Silver,High School,18,16
Unranked,Master,23,6
Gold,High School,18,2
Diamond,High School,20,14
Gold,High School,22,2
Silver,High School,19,9
Platinum,Bachelor,25,7
Unranked,High School,25,2
Silver,Bachelor,24,2
Gold,None,18,5
Gold,High School,19,3
Diamond,High School,19,7
Gold,None,19,4
Platinum,Master,22,2
Platinum,Bachelor,20,2
Gold,High School,20,2
Platinum,High School,20,4
Silver,High School,18,15
Platinum,Bachelor,25,4
Platinum,High School,21,13
Silver,High School,20,14
Silver,None,18,1
Platinum,High School,19,7
Unranked,High School,19,2
Diamond,High School,25,1
Platinum,High School,18,16
Bronze,None,18,4
Silver,Bachelor,23,6
Platinum,Bachelor,23,5
Silver,High School,18,0
Silver,None,21,0
Gold,Bachelor,21,9
Gold,High School,19,4
Diamond,High School,23,3
Platinum,High School,19,13
Unranked,High School,18,2
Silver,High School,19,9
Platinum,Doctor,24,7
Platinum,High School,20,7
Gold,Master,24,0
Diamond,High School,20,2
Silver,High School,26,4
Silver,High School,20,3
Platinum,High School,18,7
Silver,High School,19,1
Gold,High School,21,5
Diamond,High School,22,6
Diamond,Bachelor,20,1
Silver,High School,21,13
Gold,Bachelor,23,5
Diamond,High School,21,9
Diamond,High School,22,2
Platinum,High School,18,8
Diamond,High School,19,0
Silver,Bachelor,26,9
Platinum,None,19,1
Silver,High School,19,2
Gold,Bachelor,18,2
Gold,High School,20,9
Unranked,High School,19,3
Platinum,High School,21,0
Diamond,High School,25,5
Gold,Bachelor,28,1
Silver,None,18,8
Gold,None,18,8
Platinum,High School,19,7
Silver,High School,18,3
Silver,Master,25,11
Silver,Bachelor,28,5
Bronze,Bachelor,22,2
Bronze,High School,18,10
Gold,Bachelor,27,8
Gold,None,18,7
Bronze,High School,18,6
